,ip,type,subtype
10761,184.79.251.0,Network space,Network space
10762,215.126.127.231,External,External
10763,11.79.68.110,External,External
10764,214.91.196.46,External,External
10765,10.197.208.76,Internal,Class A
10766,10.196.150.22,Internal,Class A
10767,192.168.252.26,Internal,Class C
10768,10.196.222.28,Internal,Class A
10769,192.168.182.61,Internal,Class C
10770,192.168.146.118,Internal,Class C
10771,202.52.43.106,External,External
10772,10.196.222.31,Internal,Class A
10773,10.196.224.47,Internal,Class A
10774,10.196.222.164,Internal,Class A
10775,10.201.45.52,Internal,Class A
10776,10.196.150.17,Internal,Class A
10777,10.200.251.5,Internal,Class A
10778,10.197.206.68,Internal,Class A
10779,10.196.142.119,Internal,Class A
10780,10.196.88.55,Internal,Class A
10781,192.168.198.142,Internal,Class C
10782,192.168.188.36,Internal,Class C
10783,10.196.224.74,Internal,Class A
10784,10.196.168.139,Internal,Class A
10785,129.206.9.252,External,External
10786,10.197.78.96,Internal,Class A
10787,192.168.140.25,Internal,Class C
10788,192.168.174.228,Internal,Class C
10789,10.197.208.94,Internal,Class A
10790,192.168.182.136,Internal,Class C
10791,10.196.88.67,Internal,Class A
10792,10.197.88.3,Internal,Class A
10793,10.197.90.47,Internal,Class A
10794,10.197.206.101,Internal,Class A
10795,10.196.14.7,Internal,Class A
10796,10.197.208.83,Internal,Class A
10797,192.168.200.33,Internal,Class C
10798,10.197.206.159,Internal,Class A
10799,10.196.222.107,Internal,Class A
10800,10.196.224.56,Internal,Class A
10801,10.196.216.21,Internal,Class A
10802,10.196.168.123,Internal,Class A
10803,10.196.142.129,Internal,Class A
10804,10.196.222.77,Internal,Class A
10805,10.197.202.19,Internal,Class A
10806,192.168.155.23,Internal,Class C
10807,192.168.145.127,Internal,Class C
10808,10.0.11.102,Internal,Class A
10809,192.168.187.247,Internal,Class C
10810,10.197.90.32,Internal,Class A
10811,10.196.88.27,Internal,Class A
10812,10.196.142.80,Internal,Class A
10813,192.168.164.113,Internal,Class C
10814,10.196.142.124,Internal,Class A
10815,192.168.199.250,Internal,Class C
10816,192.168.192.180,Internal,Class C
10817,169.172.199.135,External,External
10818,10.127.13.73,Internal,Class A
10819,10.196.222.26,Internal,Class A
10820,192.168.144.36,Internal,Class C
10821,10.197.208.8,Internal,Class A
10822,192.168.174.30,Internal,Class C
10823,10.196.214.82,Internal,Class A
10824,10.196.224.147,Internal,Class A
10825,10.196.94.68,Internal,Class A
10826,10.200.43.38,Internal,Class A
10827,192.168.151.168,Internal,Class C
10828,10.196.142.74,Internal,Class A
10829,10.196.224.51,Internal,Class A
10830,10.196.86.50,Internal,Class A
10831,10.196.222.138,Internal,Class A
10832,192.168.177.38,Internal,Class C
10833,196.109.144.22,External,External
10834,10.197.206.97,Internal,Class A
10835,10.196.224.72,Internal,Class A
10836,192.168.157.34,Internal,Class C
10837,10.197.90.10,Internal,Class A
10838,10.197.204.14,Internal,Class A
10839,10.196.78.28,Internal,Class A
10840,10.196.14.10,Internal,Class A
10841,192.168.252.17,Internal,Class C
10842,192.168.195.189,Internal,Class C
10843,10.196.150.16,Internal,Class A
10844,10.200.44.47,Internal,Class A
10845,10.200.43.129,Internal,Class A
10846,10.197.80.61,Internal,Class A
10847,10.196.222.103,Internal,Class A
10848,192.168.194.122,Internal,Class C
10849,10.196.142.72,Internal,Class A
10850,192.168.190.177,Internal,Class C
10851,10.197.208.118,Internal,Class A
10852,192.168.190.69,Internal,Class C
10853,10.197.204.12,Internal,Class A
10854,10.196.143.251,Internal,Class A
10855,192.168.198.127,Internal,Class C
10856,10.196.80.138,Internal,Class A
10857,10.196.86.94,Internal,Class A
10858,10.196.79.246,Internal,Class A
10859,191.175.95.159,External,External
10860,10.197.78.82,Internal,Class A
10861,10.196.152.30,Internal,Class A
10862,10.197.90.147,Internal,Class A
10863,192.168.192.164,Internal,Class C
10864,10.197.90.48,Internal,Class A
10865,10.200.51.128,Internal,Class A
10866,10.196.94.94,Internal,Class A
10867,10.196.80.111,Internal,Class A
10868,10.196.86.54,Internal,Class A
10869,10.196.222.57,Internal,Class A
10870,10.196.150.43,Internal,Class A
10871,10.200.251.3,Internal,Class A
10872,10.196.78.22,Internal,Class A
10873,10.197.208.102,Internal,Class A
10874,10.196.222.148,Internal,Class A
10875,92.1.150.147,External,External
10876,192.168.143.86,Internal,Class C
10877,10.197.80.12,Internal,Class A
10878,192.168.157.190,Internal,Class C
10879,10.197.208.130,Internal,Class A
10880,80.251.202.1,External,External
10881,10.197.90.97,Internal,Class A
10882,10.197.78.55,Internal,Class A
10883,10.197.80.33,Internal,Class A
10884,192.168.164.13,Internal,Class C
10885,10.196.22.25,Internal,Class A
10886,10.196.96.55,Internal,Class A
10887,10.196.222.38,Internal,Class A
10888,10.196.94.59,Internal,Class A
10889,10.197.208.81,Internal,Class A
10890,192.168.197.169,Internal,Class C
10891,10.196.92.4,Internal,Class A
10892,192.168.171.232,Internal,Class C
10893,10.196.224.134,Internal,Class A
10894,10.195.208.37,Internal,Class A
10895,10.196.90.8,Internal,Class A
10896,192.168.196.219,Internal,Class C
10897,10.197.78.52,Internal,Class A
10898,10.196.86.10,Internal,Class A
10899,10.196.150.35,Internal,Class A
10900,10.196.86.48,Internal,Class A
10901,10.0.11.243,Internal,Class A
10902,10.196.222.158,Internal,Class A
10903,10.197.90.52,Internal,Class A
10904,192.168.197.167,Internal,Class C
10905,192.168.170.72,Internal,Class C
10906,10.197.204.44,Internal,Class A
10907,10.196.94.62,Internal,Class A
10908,10.196.94.45,Internal,Class A
10909,10.196.152.23,Internal,Class A
10910,10.196.142.62,Internal,Class A
10911,192.168.142.210,Internal,Class C
10912,10.196.222.11,Internal,Class A
10913,192.168.147.252,Internal,Class C
10914,10.197.90.211,Internal,Class A
10915,10.200.43.114,Internal,Class A
10916,51.123.163.2,External,External
10917,192.168.170.152,Internal,Class C
10918,192.168.198.23,Internal,Class C
10919,10.197.90.106,Internal,Class A
10920,10.196.222.54,Internal,Class A
10921,10.196.166.109,Internal,Class A
10922,10.200.52.25,Internal,Class A
10923,192.168.252.161,Internal,Class C
10924,10.97.235.86,Internal,Class A
10925,10.197.80.64,Internal,Class A
10926,10.197.90.178,Internal,Class A
10927,10.197.208.80,Internal,Class A
10928,10.196.166.35,Internal,Class A
10929,10.197.78.11,Internal,Class A
10930,192.168.156.241,Internal,Class C
10931,192.168.150.66,Internal,Class C
10932,10.200.44.57,Internal,Class A
10933,192.168.195.136,Internal,Class C
10934,10.196.87.255,Internal,Class A
10935,192.168.168.25,Internal,Class C
10936,192.168.195.60,Internal,Class C
10937,10.196.142.144,Internal,Class A
10938,10.196.144.2,Internal,Class A
10939,10.196.96.13,Internal,Class A
10940,10.197.206.45,Internal,Class A
10941,10.196.80.144,Internal,Class A
10942,110.248.242.46,External,External
10943,10.197.78.32,Internal,Class A
10944,192.168.192.123,Internal,Class C
10945,10.196.166.149,Internal,Class A
10946,192.168.151.250,Internal,Class C
10947,10.196.168.1,Internal,Class A
10948,10.196.224.143,Internal,Class A
10949,197.96.214.29,External,External
10950,10.197.90.222,Internal,Class A
10951,10.196.94.72,Internal,Class A
10952,10.197.206.176,Internal,Class A
10953,10.200.52.126,Internal,Class A
10954,10.196.168.82,Internal,Class A
10955,10.196.94.53,Internal,Class A
10956,10.197.86.43,Internal,Class A
10957,192.168.183.31,Internal,Class C
10958,192.168.195.254,Internal,Class C
10959,192.168.180.29,Internal,Class C
10960,10.196.222.55,Internal,Class A
10961,10.197.90.9,Internal,Class A
10962,10.196.78.68,Internal,Class A
10963,183.55.187.223,External,External
10964,202.52.43.122,External,External
10965,192.168.194.106,Internal,Class C
10966,10.196.142.105,Internal,Class A
10967,10.196.224.67,Internal,Class A
10968,10.197.90.69,Internal,Class A
10969,192.168.197.43,Internal,Class C
10970,192.168.179.240,Internal,Class C
10971,192.168.195.73,Internal,Class C
10972,10.200.52.150,Internal,Class A
10973,192.168.187.249,Internal,Class C
10974,10.196.168.115,Internal,Class A
10975,192.168.147.250,Internal,Class C
10976,192.168.142.188,Internal,Class C
10977,10.197.78.69,Internal,Class A
10978,197.101.128.5,External,External
10979,10.129.176.121,Internal,Class A
10980,10.196.16.14,Internal,Class A
10981,10.195.78.67,Internal,Class A
10982,10.196.142.106,Internal,Class A
10983,192.168.162.15,Internal,Class C
10984,192.168.200.26,Internal,Class C
10985,10.196.222.117,Internal,Class A
10986,10.200.52.125,Internal,Class A
10987,192.168.197.49,Internal,Class C
10988,10.196.78.53,Internal,Class A
10989,192.168.200.154,Internal,Class C
10990,10.196.214.124,Internal,Class A
10991,10.197.90.19,Internal,Class A
10992,192.168.192.129,Internal,Class C
10993,10.200.43.21,Internal,Class A
10994,192.168.186.46,Internal,Class C
10995,192.168.147.251,Internal,Class C
10996,10.196.94.69,Internal,Class A
10997,10.200.44.48,Internal,Class A
10998,192.168.146.82,Internal,Class C
10999,118.125.92.74,External,External
11000,10.197.208.110,Internal,Class A
11001,192.168.143.189,Internal,Class C
11002,10.201.45.43,Internal,Class A
11003,10.196.14.20,Internal,Class A
11004,192.168.143.78,Internal,Class C
11005,10.196.144.103,Internal,Class A
11006,10.195.80.16,Internal,Class A
11007,192.168.162.240,Internal,Class C
11008,145.255.19.162,External,External
11009,10.196.96.42,Internal,Class A
11010,192.168.145.99,Internal,Class C
11011,10.200.43.14,Internal,Class A
11012,10.129.48.89,Internal,Class A
11013,192.168.142.49,Internal,Class C
11014,192.168.252.174,Internal,Class C
11015,10.196.94.22,Internal,Class A
11016,10.195.20.34,Internal,Class A
11017,192.168.168.79,Internal,Class C
11018,192.168.194.175,Internal,Class C
11019,192.168.182.198,Internal,Class C
11020,192.168.138.35,Internal,Class C
11021,10.197.90.214,Internal,Class A
11022,10.197.87.255,Internal,Class A
11023,192.168.155.138,Internal,Class C
11024,192.168.190.166,Internal,Class C
11025,192.168.170.45,Internal,Class C
11026,10.127.13.83,Internal,Class A
11027,11.65.213.135,External,External
